code,confirm_status,creation_by,creation_time,eng_name,product_id,is_active,is_delete,last_modification_by,last_modification_time,name,name_ascii,note,question,reason,ref_code,short_name,type,upc_code,upc_id,industry_code,industry_name,replace_product,tenant_code,d
442,Approved,,59:09.4,,14627,FALSE,FALSE,,38:13.6,SCARGEL BEYOND PLUS 10G,,,,,C121600000442,SCARGEL BEYOND PLUS 10G,Normal,7.82842E+11,14627,5,DƯỢC MỸ PHẨM,,,3/1/2025
4.43E+02,Approved,,59:33.4,,22262,FALSE,FALSE,,06:31.4,30 DAYS,,,,,Z121600000443,30 DAYS,Normal,7.82847E+11,22262,11,KHÁC,,,3/1/2025
444,Approved,,59:33.5,,22263,FALSE,FALSE,,59:33.5,4.3.2.1 SLIM,,,,,A121600000444,4.3.2.1 SLIM,Normal,7.82847E+11,22263,3,THUỐC,,,3/1/2025
448,Approved,,59:34.3,,22266,FALSE,FALSE,,59:34.3,ABOUND,,,,,A121600000448,ABOUND,Normal,7.82847E+11,22266,3,THUỐC,,,3/1/2025
449,Approved,,19:24.2,,17846,FALSE,FALSE,,35:51.7,ACAPELLA-S KOREA UNITED 10X10,ACAPELLA-S KOREA UNITED 10X10,,,,A121600000449,ACAPELLA-S KOREA 10X10,Normal,7.82847E+11,17846,3,THUỐC,,,3/1/2025
450,Approved,,19:24.5,,17847,TRUE,FALSE,,39:48.8,ACC 200 HEXAL 50 GÓI,ACC 200 HEXAL 50 GÓI,,,,A121600000450,ACC 200 HEXAL 50 GÓI,Normal,7.82847E+11,17847,3,THUỐC,,,3/1/2025
4.53E+02,Approved,,19:25.1,,17849,TRUE,FALSE,,42:56.9,ACEHASAN 100MG 30 GÓI,ACEHASAN 100MG 30 GÓI,,,,A121600000453,ACEHASAN 100 30 GÓI,Normal,7.82847E+11,17849,3,THUỐC,,,3/1/2025
455,Approved,,59:35.8,,22268,FALSE,FALSE,,59:35.8,ACEMETACIN 60MG-STADA,,,,,G121600000455,ACEMETACIN 60MG-STADA,Normal,7.82847E+11,22268,13,CỤC DƯỢC,,,3/1/2025
457,Approved,,19:25.8,,17851,TRUE,FALSE,,34:13.2,ACEMOL 325MG NADYPHAR 40V,ACEMOL 325MG NADYPHAR 40V,,,,A121600000457,ACEMOL 325 NDP 40V,Normal,7.82847E+11,17851,3,THUỐC,,,3/1/2025
459,Approved,,19:26.1,,17852,TRUE,FALSE,,37:32.4,ACEMOL 100 NADYPHAR 100V,ACEMOL 100 NADYPHAR 100V,,,,A121600000459,ACEMOL 100 NDP 100V,Normal,7.82847E+11,17852,3,THUỐC,,,3/1/2025
462,Approved,,19:27.1,,17855,TRUE,FALSE,,37:32.4,ACEMUC 200 SANOFI 3X10,ACEMUC 200 SANOFI 3X10,,,,A121600000462,ACEMUC 200 SNF 3X10,Normal,7.82847E+11,17855,3,THUỐC,,,3/1/2025
466,Approved,,19:27.8,,17857,FALSE,FALSE,,14:38.8,ACETYLCYSTEIN 200MG VIDIPHA 10X10,ACETYLCYSTEIN 200MG VIDIPHA 10X10,,,,A121600000466,ACETYLCYSTEIN 200 VDP 10X10,Normal,7.82847E+11,17857,3,THUỐC,,,3/1/2025
470,Approved,,19:28.8,,17860,FALSE,FALSE,,00:51.7,ACETYLCYSTEIN 200 F.T 10X10,ACETYLCYSTEIN 200 F.T 10X10,,,,A121600000470,ACETYLCYSTEIN 200 F.T 10X10,Normal,7.82847E+11,17860,3,THUỐC,,,3/1/2025
472,Approved,,59:39.9,,22273,FALSE,FALSE,,59:39.9,ACIGINAL,,,,,A121600000472,ACIGINAL,Normal,7.82847E+11,22273,3,THUỐC,,,3/1/2025
476,Approved,,59:40.4,,22277,FALSE,FALSE,,59:40.4,ACMOLRINE,,,,,A121600000476,ACMOLRINE,Normal,7.82847E+11,22277,3,THUỐC,,,3/1/2025
477,Approved,,46:29.7,,21593,TRUE,FALSE,,42:56.9,ACNACARE MEGA 3X10,ACNACARE MEGA 3X10,,,,B121600000477,ACNACARE MEGA 3X10,Normal,7.82847E+11,21593,7,TPCN,,,3/1/2025
479,Approved,,47:03.9,,21677,TRUE,FALSE,,56:41.5,ACNE AID BAR 100G - XÀ PHÒNG TẮM TRỊ MỤN,ACNE AID BAR 100G - XÀ PHÒNG TẮM TRỊ MỤN,,,,C121600000479,ACNE AID BAR 100G - XPTM,Normal,7.82847E+11,21677,5,DƯỢC MỸ PHẨM,,,3/1/2025
481,Approved,,59:41.5,,22280,FALSE,FALSE,,59:41.5,ACNEAL 20ML,,,,,A121600000481,ACNEAL 20ML,Normal,7.82847E+11,22280,3,THUỐC,,,3/1/2025
482,Approved,,59:41.6,,22281,FALSE,FALSE,,59:41.6,ACNEBYE NEW,,,,,Z121600000482,ACNEBYE NEW,Normal,7.82847E+11,22281,11,KHÁC,,,3/1/2025
484,Approved,,59:41.9,,22282,FALSE,FALSE,,06:00.5,ACNES CREAM ROHTO 18G - KEM TRỊ MỤN,,,,,C121600000484,ACNES CREAM 18G - KEM TRỊ MỤN,Normal,7.82847E+11,22282,5,DƯỢC MỸ PHẨM,,,3/1/2025
485,Approved,,59:10.1,,14629,TRUE,FALSE,,59:54.5,GEL BÔI ACNES SCAR CARE ROHTO MỜ THÂM LIỀN SẸO 12G,GEL BÔI ACNES SCAR CARE ROHTO MỜ THÂM LIỀN SẸO 12G,,,,C121600000485,ACNES SCAR CARE 12G,Normal,7.82847E+11,14629,5,DƯỢC MỸ PHẨM,,,3/1/2025
486,Approved,,59:10.6,,14630,TRUE,FALSE,,53:53.3,ACNES MEDICAL CREAM ROHTO 18G - TRỊ MỤN SƯNG ĐỎ VÀ ĐAU,ACNES MEDICAL CREAM ROHTO 18G - TRỊ MỤN SƯNG ĐỎ VÀ ĐAU,,,,A121600000486,ACNES MEDICAL CREAM 18G,Normal,7.82847E+11,14630,3,THUỐC,,,3/1/2025
488,Approved,,59:11.6,,1.46E+04,TRUE,FALSE,,00:40.1,"GEL BÔI ACNES SEALING JELL ROHTO SẠCH MỤN, KHÁNG KHUẨN 18G","GEL BÔI ACNES SEALING JELL ROHTO SẠCH MỤN, KHÁNG KHUẨN 18G",,,,C121600000488,ACNES SEALING JELL 18G,Normal,7.82847E+11,14632,5,DƯỢC MỸ PHẨM,,,3/1/2025
489,Approved,,59:12.3,,14633,TRUE,FALSE,,01:07.6,"GIẤY THẤM DẦU ACNES OIL REMOVER PAPER ROHTO HỖ TRỢ LẤY BỎ DẦU THỪA, GIÚP DA KHÔ THOÁNG HỘP X 100 MIẾNG","GIẤY THẤM DẦU ACNES OIL REMOVER PAPER ROHTO HỖ TRỢ LẤY BỎ DẦU THỪA, GIÚP DA KHÔ THOÁNG HỘP X 100 MIẾNG",,,,C121600000489,ACNES GIẤY THẤM DẦU 100M,Normal,7.82847E+11,14633,5,DƯỢC MỸ PHẨM,,,3/1/2025
490,Approved,,59:43.7,,22283,FALSE,FALSE,,28:17.0,ACNES Khăn ướt 20 CÁI,,,,,C121600000490,ACNES Khăn ướt TRÙNG MÃ 00012409,Normal,7.82847E+11,22283,5,DƯỢC MỸ PHẨM,,,3/1/2025
492,Approved,,59:12.6,,14634,TRUE,FALSE,,35:52.0,ACNES FOAMING WASH ROHTO 150ML - SỮA RỬA MẶT NGĂN NGỪA MỤN,ACNES FOAMING WASH ROHTO 150ML - SỮA RỬA MẶT NGĂN NGỪA MỤN,,,,C121600000492,ACNES FOAMING WASH 150ML - SRM,Normal,7.82847E+11,14634,5,DƯỢC MỸ PHẨM,,,3/1/2025
493,Approved,,59:44.4,,22285,FALSE,FALSE,,59:44.4,"ACNES Kháng khuẩn,kiểm soát nhờn 100G",,,,,A121600000493,"ACNES Kháng khuẩn,kiểm soát nhờn 100G",Normal,7.82847E+11,22285,3,THUỐC,,,3/1/2025
496,Approved,,46:29.3,,21592,FALSE,FALSE,,04:07.6,ACNETEEN USV PHARMA 3X10,ACNETEEN USV PHARMA 3X10,,,,B121600000496,ACNETEEN USV PHARMA 3X10,Normal,7.82847E+11,21592,7,TPCN,,,3/1/2025
498,Approved,,19:29.9,,17863,TRUE,FALSE,,37:32.4,ACNOTIN 20MG MEGA 3X10,ACNOTIN 20MG MEGA 3X10,,,,A121600000498,ACNOTIN 20 MEGA 3X10,Normal,7.82847E+11,17863,3,THUỐC,,,3/1/2025
499,Approved,,59:45.7,,22288,FALSE,FALSE,,59:45.7,ACODINE,,,,,A121600000499,ACODINE,Normal,7.82847E+11,22288,3,THUỐC,,,3/1/2025
502,Approved,,19:30.2,,17864,FALSE,FALSE,,37:52.4,ACRID 40MG MECHEM 3X10,,,,,A121600000502,ACRID 40 MECHEM 3X10,Normal,7.82847E+11,17864,3,THUỐC,"['00005756' '00020719' '00005736' '00001302' '00001933' '00029731'
 '00013481' '00005818' '00003655' '00005755' '00007253' '00010016'
 '00014719' '00007630' '00005747' '00005750' '00020587' '00006489'
 '00008285' '00001907' '00005998' '00004920' '00018208' '00005826'
 '00020391' '00010185' '00014608' '00006303' '00002937' '00005728'
 '00030182' '00013844' '00005693' '00018720' '00021084' '00005745'
 '00004365' '00005753']",,3/1/2025
503,Approved,,59:46.5,,22290,FALSE,FALSE,,59:46.5,ACRITEL 5MG,,,,,A121600000503,ACRITEL 5MG,Normal,7.82847E+11,22290,3,THUỐC,,,3/1/2025
511,Approved,,59:48.3,,22293,FALSE,FALSE,,59:48.3,ACTIXIM 250MG,,,,,A121600000511,ACTIXIM 250MG,Normal,7.82847E+11,22293,3,THUỐC,,,3/1/2025
512,Approved,,59:48.5,,22294,FALSE,FALSE,,59:48.5,ACTIXIM 500MG,,,,,A121600000512,ACTIXIM 500MG,Normal,7.82847E+11,22294,3,THUỐC,,,3/1/2025
515,Approved,,59:49.3,,22295,FALSE,FALSE,,59:49.3,MICONAZOLE CREM 15G,,,,,A121600000515,MICONAZOLE CREM 15G,Normal,7.82841E+11,22295,3,THUỐC,,,3/1/2025
517,Approved,,19:33.0,,17873,TRUE,FALSE,,42:56.9,ACYCLOVIR 400MG STELLA 7X5,ACYCLOVIR 400MG STELLA 7X5,,,,A121600000517,ACYCLOVIR 400MG STELLA 7X5,Normal,7.82847E+11,17873,3,THUỐC,,,3/1/2025
5.18E+02,Approved,,19:33.4,,17874,TRUE,FALSE,,42:56.9,ACYCLOVIR 800MG STELLA 7X5,ACYCLOVIR 800MG STELLA 7X5,,,,A121600000518,ACYCLOVIR 800MG STELLA 7X5,Normal,7.82847E+11,17874,3,THUỐC,,,3/1/2025
520,Approved,,59:50.5,,22296,FALSE,FALSE,,59:50.5,ACYCLOVIR BOSTON 800,,,,,A121600000520,ACYCLOVIR BOSTON 800,Normal,7.82847E+11,22296,3,THUỐC,,,3/1/2025
521,Approved,,59:50.6,,22297,FALSE,FALSE,,06:38.6,ACYCLOVIR Sinil 5G,,,,,A121600000521,ACYCLOVIR Sinil 5G,Normal,7.82847E+11,22297,3,THUỐC,,,3/1/2025
522,Approved,,19:34.0,,17876,TRUE,FALSE,,42:56.9,ACYCLOVIR STELLA 5G,ACYCLOVIR STELLA 5G,,,,A121600000522,ACYCLOVIR STELLA 5G,Normal,7.82847E+11,17876,3,THUỐC,,,3/1/2025
525,Approved,,19:35.0,,17879,FALSE,FALSE,,04:55.3,ADALAT 10MG BAYER 3X10,ADALAT 10MG BAYER 3X10,,,,A121600000525,ADALAT 10 3X10,Normal,7.82847E+11,17879,3,THUỐC,,,3/1/2025
531,Approved,,19:36.3,,17883,FALSE,FALSE,,50:51.7,ADEFOVIR 10 STELLA 3X10,ADEFOVIR 10 STELLA 3X10,,,,A121600000531,ADEFOVIR 10 STELLA 3X10,Normal,7.82847E+11,17883,3,THUỐC,,,3/1/2025
535,Approved,,59:54.0,,22300,FALSE,FALSE,,06:13.3,ADERMA EXOMEGA 200ML - KEM DƯỠNG,ADERMA EXOMEGA 200ML - KEM DƯỠNG,,,,C121600000535,ADERMA EXOMEGA 200ML,Normal,7.82847E+11,22300,5,DƯỢC MỸ PHẨM,,,3/1/2025
537,Approved,,45:22.6,,21415,TRUE,FALSE,,42:44.9,A-DERMA SKINCARE CREAM 50ML - KEM DƯỠNG ẨM,A-DERMA SKINCARE CREAM 50ML - KEM DƯỠNG ẨM,,,,C121600000537,A-DERMA SKINCARE CREAM 50ML,Normal,7.82847E+11,21415,5,DƯỢC MỸ PHẨM,,,3/1/2025
539,Approved,,19:36.6,,17884,FALSE,FALSE,,20:40.7,ADOFEX 60MG SPM 10X10,,,,,A121600000539,ADOFEX 60 SPM 10X10,Normal,7.82847E+11,17884,3,THUỐC,,,3/1/2025
540,Approved,,59:55.0,,22303,FALSE,FALSE,,59:55.0,ADONA 30MG,,,,,A121600000540,ADONA 30MG,Normal,7.82847E+11,22303,3,THUỐC,,,3/1/2025
541,Approved,,19:36.9,,17885,TRUE,FALSE,,42:56.9,ADRENALIN 1MG VINPHACO 2 VỈ X 5 ỐNG,ADRENALIN 1MG VINPHACO 2 VỈ X 5 ỐNG,,,,A121600000541,ADRENALIN 1ML 10 ỐNG,Normal,7.82847E+11,17885,3,THUỐC,,FVAC,3/1/2025
542,Approved,,59:55.4,,22304,FALSE,FALSE,,59:55.4,ADRENOLIN INJVĩnh Phúc,,,,,A121600000542,ADRENOLIN INJVĩnh Phúc,Normal,7.82847E+11,22304,3,THUỐC,,,3/1/2025
544,Approved,,59:55.9,,22305,FALSE,FALSE,,59:55.9,ADULTS DAILY MULTIVITAMIN,,,,,Z121600000544,ADULTS DAILY MULTIVITAMIN,Normal,7.82847E+11,22305,11,KHÁC,,,3/1/2025
545,Approved,,19:37.6,,17887,TRUE,FALSE,,25:36.9,AERIUS 5MG SCHERING 1X10,AERIUS 5MG SCHERING 1X10,,,,A121600000545,AERIUS 5 SCHERING 1X10,Normal,7.82847E+11,17887,3,THUỐC,,,3/1/2025
548,Approved,,19:38.8,,17890,FALSE,FALSE,,43:40.9,AFIGREL 75 MICRO 3X10,,,,,A121600000548,AFIGREL 75 MICRO 3X10,Normal,7.82847E+11,17890,3,THUỐC,"['00007618' '00029676' '00002465' '00001477' '00001958' '00001965'
 '00018389' '00002223' '00021747' '00001963' '00010533' '00004525'
 '00005407' '00010586' '00018708' '00005999' '00001955' '00002555'
 '00021099' '00001952' '00003051' '00006747' '00006568' '00005349'
 '00006337' '00013921' '00001960' '00020390' '00001962' '00006514'
 '00018844' '00003958' '00002337' '00015971' '00005995' '00013639'
 '00017202' '00009855' '00010271' '00001966' '00001961' '00005963'
 '00021107' '00001959' '00013666' '00021733' '00005345' '00020724']",,3/1/2025
553,Approved,,19:39.5,,17892,TRUE,FALSE,,08:43.9,AGERHININ 15ML,AGERHININ 15ML,,,,A121600000553,AGERHININ 15ML,Normal,7.82847E+11,17892,3,THUỐC,,,3/1/2025
554,Approved,,59:57.8,,22309,FALSE,FALSE,,59:57.8,AGGRENOX 200/25MG,,,,,A121600000554,AGGRENOX 200/25MG,Normal,7.82847E+11,22309,3,THUỐC,,,3/1/2025
555,Approved,,19:39.8,,17893,TRUE,FALSE,,13:23.4,AGICARDI 5MG AGIMEXPHARM 3X10,AGICARDI 5MG AGIMEXPHARM 3X10,,,,A121600000555,AGICARDI 5 AGIMEXPHARM 3X10,Normal,7.82847E+11,17893,3,THUỐC,,,3/1/2025
558,Approved,,59:59.8,,22310,FALSE,FALSE,,59:59.8,AGINE-B,,,,,A121600000558,AGINE-B,Normal,7.82847E+11,22310,3,THUỐC,,,3/1/2025
559,Approved,,00:00.0,,22311,FALSE,FALSE,,00:00.0,AGITRITINE 200MG,,,,,A121600000559,AGITRITINE 200MG,Normal,7.82847E+11,22311,3,THUỐC,,,3/1/2025
560,Approved,,00:00.2,,22312,FALSE,FALSE,,00:00.2,AGOT-M,,,,,A121600000560,AGOT-M,Normal,7.82847E+11,22312,3,THUỐC,,,3/1/2025
562,Approved,,19:40.8,,17896,TRUE,FALSE,,04:40.6,AIR X BẠC HÀ RX 10X10,AIR X BẠC HÀ RX 10X10,,,,A121600000562,AIR X BẠC HÀ 10X10,Normal,7.82847E+11,17896,3,THUỐC,,,3/1/2025
563,Approved,,19:41.2,,17897,TRUE,FALSE,,42:56.9,AIR X CAM RX 10X10,AIR X CAM RX 10X10,,,,A121600000563,AIR X CAM 10X10,Normal,7.82847E+11,17897,3,THUỐC,,,3/1/2025
566,Approved,,00:02.0,,22315,FALSE,FALSE,,00:02.0,AIR-X VỊ CAM,,,,,Z121600000566,AIR-X VỊ CAM,Normal,7.82847E+11,22315,11,KHÁC,,,3/1/2025
568,Approved,,00:02.3,,2.23E+04,FALSE,FALSE,,06:04.8,AKINOL 10MG,,,,,A121600000568,AKINOL 10MG,Normal,7.82847E+11,22317,3,THUỐC,,,3/1/2025
570,Approved,,19:42.2,,17900,FALSE,FALSE,,20:58.1,AKUDINIR 125 AKUMS 30ML,,,,,A121600000570,AKUDINIR 125 AKUMS 30ML,Normal,7.82847E+11,17900,3,THUỐC,['00006452' '00030501' '00018629'],,3/1/2025
571,Approved,,19:42.5,,17901,FALSE,FALSE,,20:58.1,AKUDINIR 250 AKUMS 30ML,,,,,A121600000571,AKUDINIR 250 AKUMS 30ML,Normal,7.82847E+11,17901,3,THUỐC,,,3/1/2025
572,Approved,,00:03.8,,22318,FALSE,FALSE,,00:03.8,AKURIT 3,,,,,A121600000572,AKURIT 3 (HẾT HÀNG),Normal,7.82847E+11,22318,3,THUỐC,,,3/1/2025
575,Approved,,50:36.3,,22119,FALSE,FALSE,,29:06.0,ALASKA OMEGA 369 100V - LỌ CAO,ALASKA OMEGA 369 100V - LỌ CAO,,,,B121600000575,ALASKA OMEGA 369 100V - CAO,Normal,7.82847E+11,22119,7,TPCN,,,3/1/2025
576,Approved,,19:43.4,,17904,TRUE,FALSE,,42:56.9,ALAXAN 325MG UNITED 10X10,ALAXAN 325MG UNITED 10X10,,,,A121600000576,ALAXAN UNITED 10X10,Normal,7.82847E+11,17904,3,THUỐC,,,3/1/2025
577,Approved,,19:43.7,,17905,TRUE,FALSE,,42:56.9,ALAXAN 325MG UNITED 25X4,ALAXAN 325MG UNITED 25X4,,,,A121600000577,ALAXAN 325 UNITED 25X4,Normal,7.82847E+11,17905,3,THUỐC,,,3/1/2025
580,Approved,,59:13.7,,14636,FALSE,FALSE,,45:53.4,ALBOTHYL NYCOMED 1X6,,,,,A121600000580,ALBOTHYL NYCOMED 1X6,Normal,7.82847E+11,14636,3,THUỐC,,,3/1/2025
583,Approved,,19:45.4,,17910,TRUE,FALSE,,37:32.4,ALBUTEIN 25% GRIFOLS 50ML,ALBUTEIN 25% GRIFOLS 50ML,,,,A121600000583,ALBUTEIN 25% GRIFOLS 50ML,Normal,7.82847E+11,17910,3,THUỐC,,,3/1/2025
585,Approved,,00:08.3,,22319,FALSE,FALSE,,06:44.7,ALCOOL 90-60ML,,,,,A121600000585,ALCOOL 90-60ML,Normal,7.82847E+11,22319,3,THUỐC,,,3/1/2025
586,Approved,,59:15.4,,14638,FALSE,FALSE,,09:18.5,ALCOOL 90 ĐỘ OPC 60ML - XANH,ALCOOL 90 ĐỘ OPC 60ML - XANH,,,,A121600000586,ALCOOL 90 OPC 60ML - XANH,Normal,7.82847E+11,14638,3,THUỐC,,,3/1/2025
588,Approved,,19:46.0,,17912,FALSE,FALSE,,43:35.6,ALDERMIS CHO-A 2X10 ỐNG 5ML,,,,,A121600000588,ALDERMIS CHO-A 2X10 ỐNG,Normal,7.82847E+11,17912,3,THUỐC,['00006710'],,3/1/2025
590,Approved,,00:09.7,,22320,FALSE,FALSE,,00:09.7,ALDINIR 30ML,,,,,A121600000590,ALDINIR 30ML,Normal,7.82847E+11,22320,3,THUỐC,,,3/1/2025
591,Approved,,00:09.8,,22321,FALSE,FALSE,,00:09.8,"ALDONINE 2,5MG",,,,,A121600000591,"ALDONINE 2,5MG",Normal,7.82847E+11,22321,3,THUỐC,,,3/1/2025
592,Approved,,19:46.7,,17914,TRUE,FALSE,,22:18.4,ALDOZEN 4200 SPM 3X10,ALDOZEN 4200 SPM 3X10,,,,A121600000592,ALDOZEN 4200 SPM 3X10,Normal,7.82847E+11,17914,3,THUỐC,,,3/1/2025
598,Approved,,00:11.8,,22322,FALSE,FALSE,,00:11.8,ALENFOSA 70MG,,,,,A121600000598,ALENFOSA 70MG,Normal,7.82847E+11,22322,3,THUỐC,,,3/1/2025
600,Approved,,19:48.8,,17921,TRUE,FALSE,,42:56.9,ALENTA 10MG GETZ 1X10,,,,,A121600000600,ALENTA 10 GETZ 1X10,Normal,7.82847E+11,17921,3,THUỐC,['00007559' '00000596'],,3/1/2025
602,Approved,,00:12.9,,2.23E+04,FALSE,FALSE,,00:12.9,ALEUCIN 500MG,,,,,A121600000602,ALEUCIN 500MG,Normal,7.82847E+11,22323,3,THUỐC,,,3/1/2025
603,Approved,,00:13.1,,22324,FALSE,FALSE,,00:13.1,ALFA CARE,,,,,A121600000603,ALFA CARE,Normal,7.82847E+11,22324,3,THUỐC,,,3/1/2025
604,Approved,,00:13.2,,22325,FALSE,FALSE,,00:13.2,ALFA PREASTIG,,,,,A121600000604,ALFA PREASTIG,Normal,7.82847E+11,22325,3,THUỐC,,,3/1/2025
606,Approved,,00:13.5,,22327,FALSE,FALSE,,00:13.5,ALFIGOLD 500MG,,,,,A121600000606,ALFIGOLD 500MG,Normal,7.82847E+11,22327,3,THUỐC,,,3/1/2025
607,Approved,,51:09.0,,22205,FALSE,FALSE,,04:54.5,ALIPAS PLATINUM ECOGREEN 30V,ALIPAS PLATINUM ECOGREEN 30V,,,,B121600000607,ALIPAS PLATINUM 30V,Normal,7.82847E+11,22205,7,TPCN,,,3/1/2025
610,Approved,,00:14.4,,22329,FALSE,FALSE,,00:14.4,ALKALINE SLIMMING H2O 520ML,,,,,A121600000610,ALKALINE SLIMMING H2O 520ML,Normal,7.82847E+11,22329,3,THUỐC,,,3/1/2025
612,Approved,,19:49.8,,17924,TRUE,FALSE,,42:56.9,ALLERFAR 4 PHARMEDIC 10X20,ALLERFAR 4 PHARMEDIC 10X20,,,,A121600000612,ALLERFAR 4 PMD 10X20,Normal,7.82847E+11,17924,3,THUỐC,,,3/1/2025
613,Approved,,19:50.2,,17925,TRUE,FALSE,,32:11.3,ALLERGEX 8 OPV 5X10,ALLERGEX 8 OPV 5X10,,,,A121600000613,ALLERGEX 8 OPV 5X10,Normal,7.82847E+11,17925,3,THUỐC,,,3/1/2025
615,Approved,,19:50.8,,17927,FALSE,FALSE,,22:47.1,ALLERPHAST 60MG MEBIPHAR 1X10,ALLERPHAST 60MG MEBIPHAR 1X10,,,,A121600000615,ALLERPHAST 60 MBP 1X10,Normal,7.82847E+11,17927,3,THUỐC,"['00003044' '00008146' '00021769' '00014852' '00003397' '00003048'
 '00003042' '00007224' '00003045' '00015009']",,3/1/2025
616,Approved,,19:51.1,,17928,FALSE,FALSE,,20:40.7,ALLERSTAT 180 CADILA 1X10,,,,,A121600000616,ALLERSTAT 180 CADILA 1X10,Normal,7.82847E+11,17928,3,THUỐC,"['00007223' '00029112' '00017440' '00020654' '00020473' '00002996'
 '00010394' '00008147' '00000614' '00029662' '00015008' '00029957'
 '00008419' '00015940' '00014884' '00003961' '00003047']",,3/1/2025
617,Approved,,19:51.5,,17929,FALSE,FALSE,,58:27.0,ALLHICAL STANDARD 180ML,ALLHICAL STANDARD 180ML,,,,A121600000617,ALLHICAL STANDARD 180ML,Normal,7.82847E+11,17929,3,THUỐC,,,3/1/2025
621,Approved,,19:52.5,,17932,TRUE,FALSE,,42:56.9,ALLOPURINOL DOMESCO 100V,,,,,A121600000621,ALLOPURINOL DMC 100V,Normal,7.82847E+11,17932,3,THUỐC,['00000618' '00020347' '00000620' '00014762' '00021154' '00004955'],,3/1/2025
623,Approved,,00:18.1,,22331,FALSE,FALSE,,00:18.1,ALLUPHOSE gói,,,,,A121600000623,ALLUPHOSE gói,Normal,7.82847E+11,22331,3,THUỐC,,,3/1/2025
625,Approved,,19:53.4,,17935,FALSE,FALSE,,23:54.4,ALMETAMIN 2MG DAE HWA 10X10,ALMETAMIN 2MG DAE HWA 10X10,,,,A121600000625,ALMETAMIN 2 DAE HWA 10X10,Normal,7.82847E+11,17935,3,THUỐC,,,3/1/2025
626,Approved,,00:19.0,,22332,FALSE,FALSE,,00:19.0,ALNEED PLUS,,,,,A121600000626,ALNEED PLUS (HẾT HÀNG),Normal,7.82847E+11,22332,3,THUỐC,,,3/1/2025
630,Approved,,00:19.9,,22335,FALSE,FALSE,,06:14.1,ALOE VERA,,,,,B121600000630,ALOE VERA,Normal,7.82847E+11,22335,7,TPCN,,,3/1/2025
631,Approved,,50:48.3,,22150,FALSE,FALSE,,18:53.6,ALOHA ĐÔNG TRÙNG HẠ THẢO 90V,ALOHA ĐÔNG TRÙNG HẠ THẢO 90V,,,,B121600000631,ALOHA ĐÔNG TRÙNG HẠ THẢO 90V,Normal,7.82847E+11,22150,7,TPCN,,,3/1/2025
632,Approved,,00:20.4,,22336,FALSE,FALSE,,00:20.4,ALOPIA,,,,,A121600000632,ALOPIA,Normal,7.82847E+11,22336,3,THUỐC,,,3/1/2025
634,Approved,,00:20.9,,22338,FALSE,FALSE,,00:20.9,ALPHACALCIUM,,,,,Z121600000634,ALPHACALCIUM,Normal,7.82847E+11,22338,11,KHÁC,,,3/1/2025
635,Approved,,19:54.1,,17937,TRUE,FALSE,,16:28.1,ALPHACHYMOTRIPSIN 5000IU BIDIPHAR 3X2,ALPHACHYMOTRIPSIN 5000IU BIDIPHAR 3X2,,,,A121600000635,ALPHACHYMOTRIPSIN 5000 BDP 3X2,Normal,7.82847E+11,17937,3,THUỐC,,,3/1/2025
637,Approved,,59:16.2,,14640,FALSE,FALSE,,28:04.8,ALPHACHYMOTRYPSINE MINH HẢI 3X10,,,,,A121600000637,ALPHACHYMOTRYPSINE MH 3X10,Normal,7.82847E+11,14640,3,THUỐC,"['00016025' '00017996' '00021993' '00018904' '00000592' '00020272'
 '00017414' '00000633' '00013466' '00021764' '00021145' '00021595'
 '00016523' '00018302' '00011220' '00016160' '00020171']",,3/1/2025
638,Approved,,00:21.8,,22340,FALSE,FALSE,,00:21.8,ALPHACHYMOTRYPSIN-Mebiphar,,,,,Z121600000638,ALPHACHYMOTRYPSIN-Mebiphar,Normal,7.82847E+11,22340,11,KHÁC,,,3/1/2025
640,Approved,,00:22.3,,22341,FALSE,FALSE,,00:22.3,ALPIL,,,,,A121600000640,ALPIL,Normal,7.82847E+11,22341,3,THUỐC,,,3/1/2025
642,Approved,,00:22.7,,22342,FALSE,FALSE,,00:22.7,ALNEED PLUS,,,,,A121600000642,ALNEED PLUS ( HẾT HÀNG),Normal,7.82847E+11,22342,3,THUỐC,,,3/1/2025
647,Approved,,19:55.8,,17942,FALSE,FALSE,,00:51.7,ALSOBEN 200MCG UNIMED 5X12,ALSOBEN 200MCG UNIMED 5X12,,,,A121600000647,ALSOBEN 200 UNIMED 5X12,Normal,7.82847E+11,17942,3,THUỐC,,,3/1/2025
650,Approved,,19:56.1,,17943,TRUE,FALSE,,42:56.9,ALTHAX 120 MEDIPLANTEX 3X10,ALTHAX 120 MEDIPLANTEX 3X10,,,,A121600000650,ALTHAX 120 PLANTEX 3X10,Normal,7.82847E+11,17943,3,THUỐC,,,3/1/2025
652,Approved,,00:25.1,,22347,FALSE,FALSE,,00:25.1,ALUMINA-Nadyphar,,,,,A121600000652,ALUMINA-Nadyphar,Normal,7.82847E+11,22347,3,THUỐC,,,3/1/2025
653,Approved,,00:25.3,,22348,FALSE,FALSE,,00:25.3,ALU-P GEL,,,,,A121600000653,ALU-P GEL,Normal,7.82847E+11,22348,3,THUỐC,,,3/1/2025
