code,confirm_status,creation_by,creation_time,eng_name,product_id,is_active,is_delete,last_modification_by,last_modification_time,name,name_ascii,note,question,reason,ref_code,short_name,type,upc_code,upc_id,industry_code,industry_name,replace_product,tenant_code,d
1414,Approved,,21:36.1,,18235,TRUE,FALSE,,42:56.9,BỘT SULFAR PHARMEDIC 8G,,,,,A121600001414,BỘT SULFAR PMD 8G,Normal,7.82848E+11,18235,3,THUỐC,,,3/1/2025
1415,Approved,,21:36.4,,18236,TRUE,FALSE,,35:09.7,BỘT TRAPHA KHỬ MÙI HÔI CHÂN VÀ NÁCH 30G,BỘT TRAPHA KHỬ MÙI HÔI CHÂN VÀ NÁCH 30G,,,,C121600001415,BỘT KHỬ MÙI TRAPHA 30G,Normal,7.82848E+11,18236,5,DƯỢC MỸ PHẨM,,,3/1/2025
1416,Approved,,03:24.3,,22697,FALSE,FALSE,,03:24.3,BRAFORCE,,,,,A121600001416,BRAFORCE,Normal,7.82848E+11,22697,3,THUỐC,,,3/1/2025
1419,Approved,,03:25.5,,22699,FALSE,FALSE,,03:25.5,BRAND`S 42G,,,,,Z121600001419,BRAND`S 42G,Normal,7.82848E+11,22699,11,KHÁC,,,3/1/2025
1421,Approved,,03:25.7,,22701,FALSE,FALSE,,03:25.7,BRAND`S ĐÔNG TRÙNG HẠ THẢO 42G,,,,,A121600001421,BRAND`S ĐÔNG TRÙNG HẠ THẢO 42G,Normal,7.82848E+11,22701,3,THUỐC,,,3/1/2025
1423,Approved,,03:26.0,,22703,FALSE,FALSE,,03:26.0,BRAND`S NƯỚC CỐT GÀ 42G,,,,,Z121600001423,BRAND`S NƯỚC CỐT GÀ 42G,Normal,7.82848E+11,22703,11,KHÁC,,,3/1/2025
1425,Approved,,03:26.4,,22704,FALSE,FALSE,,03:26.4,BRAND`S VETA,,,,,A121600001425,BRAND`S VETA,Normal,7.82848E+11,22704,3,THUỐC,,,3/1/2025
1426,Approved,,21:37.0,,18238,TRUE,FALSE,,17:10.6,BRANIN 5X12,BRANIN 5X12,,,,A121600001426,BRANIN,Normal,7.82848E+11,18238,3,THUỐC,,,3/1/2025
1429,Approved,,21:38.0,,18241,FALSE,FALSE,,44:40.5,BRICANYL ASTRAZENECA 60ML,,,,,A121600001429,BRICANYL ASTRA 60ML,Normal,7.82848E+11,18241,3,THUỐC,,,3/1/2025
1432,Approved,,21:38.7,,18243,TRUE,FALSE,,42:56.9,BROMHEXIN 4MG F.T 10X20,BROMHEXIN 4MG F.T 10X20,,,,A121600001432,BROMHEXIN 4 F.T 10X20,Normal,7.82848E+11,18243,3,THUỐC,['00017487' '00015284' '00001433' '00029168'],,3/1/2025
1434,Approved,,03:29.1,,22705,FALSE,FALSE,,06:10.3,BROMHEXIN 8MG DMC 3X10,,,,,A121600001434,BROMHEXIN 8MG DMC 3X10,Normal,7.82848E+11,22705,3,THUỐC,,,3/1/2025
1435,Approved,,21:39.5,,18245,TRUE,FALSE,,42:56.9,BROMHEXIN 8MG F.T 10X20,BROMHEXIN 8MG F.T 10X20,,,,A121600001435,BROMHEXIN 8 F.T 10X20,Normal,7.82848E+11,18245,3,THUỐC,,,3/1/2025
1436,Approved,,21:39.9,,18246,FALSE,FALSE,,40:02.7,BROMHEXIN 8MG DHG 3X10,BROMHEXIN 8MG DHG 3X10,,,,A121600001436,BROMHEXIN 8 DHG 3X10,Normal,7.82848E+11,18246,3,THUỐC,,,3/1/2025
1439,Approved,,59:44.3,,14710,TRUE,FALSE,,42:56.9,BRONCHO VAXOM ADULTS 7MG 1X10,BRONCHO VAXOM ADULTS 7MG 1X10,,,,A121600001439,BRONCHO VAXOM ADULTS 1X10,Normal,7.82848E+11,14710,3,THUỐC,,,3/1/2025
1440,Approved,,21:40.8,,18249,TRUE,FALSE,,42:56.9,BRONCHO VAXOM CHILDREN 3.5 1X10,BRONCHO VAXOM CHILDREN 3.5 1X10,,,,A121600001440,BRONCHO VAXOM CHILDREN 3.5 1X10,Normal,7.82848E+11,18249,3,THUỐC,,,3/1/2025
1441,Approved,,21:41.1,,18250,FALSE,FALSE,,47:24.2,BRONKET 1MG SYNMEDIC 10X10,,,,,A121600001441,BRONKET 1 SMD 10X10,Normal,7.82848E+11,18250,3,THUỐC,['00008185' '00016397'],,3/1/2025
1442,Approved,,59:44.7,,14711,TRUE,FALSE,,04:28.0,BRONUCK SENJU 5ML,BRONUCK SENJU 5ML,,,,A121600001442,BRONUCK SENJU 5ML,Normal,7.82848E+11,14711,3,THUỐC,,,3/1/2025
1446,Approved,,21:41.8,,18252,TRUE,FALSE,,42:56.9,BRUFEN ABBOTT 60ML,BRUFEN ABBOTT 60ML,,,,A121600001446,BRUFEN ABBOTT 60ML,Normal,7.82848E+11,18252,3,THUỐC,,,3/1/2025
1448,Approved,,21:42.1,,18253,FALSE,FALSE,,22:25.6,BUDENASE AQ BA 7.5ML,BUDENASE AQ BA 7.5ML,,,,A121600001448,BUDENASE AQ BA 7.5ML,Normal,7.82848E+11,18253,3,THUỐC,,,3/1/2025
