regimen_detail_id,regimen_id,vaccine_id,from_age,to_age,age_unit_code,age_unit,from_age_number,to_age_number,schedule_type,required_injections,max_injections,unit,regimen_detail_note,dosage,nearest_injection_distance,max_distance,min_distance,is_pregnant_regimen,is_required,note,created_at,modified_at,etl_date,etl_by,record_checksum,primary_checksum
268aea13-9431-4c9c-8f45-9738fe3271c0,56098f09-59fe-4796-ba19-f2a9b1fb17ad,6cbc7463-9db7-40c2-91dc-1478d50b9773,7 tu?i,< 10 tu?i,3,Age,7,10,T? 7 - d??i 10 tu?i - ch?a tiêm,3,NaN,ml,None,0.5,30,30,28,FALSE,TRUE,None,12/9/2023,4/24/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,71f2353c71f267b1eff6e1ca40b08db3,635fed1c770323636d1d734bd41a6299
26d4b96c-3c43-4753-be7a-0661d647b815,90c0e4b7-a1db-48c9-9365-9e8314400ede,e0471647-1229-4c4f-8252-0bdb2127064a,2 tu?i,,2,Month,24,12000,T? 2 tu?i tr? lên,1,1,ml,None,0.5,0,0,0,FALSE,TRUE,None,11/21/2024,11/21/2024,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,75d9331ca882b446d8f7429a4c9bb46d,337c9a5b10494b7746df73cc6385d2a7
27083224-a204-40c3-8324-317f948844cc,f5b16f24-afe6-4f30-a879-83c670d56515,c07b5616-0b15-457e-b33d-2d39098fd81e,,10 tu?i,1,Week,0,522,T? 10 tu?i tr? xu?ng - Nguy c? cao,4,NaN,ml,None,0.5,0,0,0,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,2e7988907683f981a3f5facbbbaddfc3,fd3e221832129954fb62f828c898c415
27cefbea-059a-4cc1-ace4-a5df1c8d7ee6,9ef81fcc-4d02-4354-9d44-11515c81e70c,f812def4-8e9f-404e-9ecc-8509113ad10d,4 tu?i,6 tu?i,3,Age,4,6,Tiêm nh?c m?i th? 5,1,1,ml,None,0.5,0,0,0,FALSE,TRUE,None,12/9/2023,4/24/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,1b0adc59100a79fcdadae677ef080dfc,fe51f79a344d9b3e1caf093c4103745d
282305cb-3e73-4b02-b80e-9b38e6d71734,48483a51-825c-43b5-83de-eeed9addb7ae,f812def4-8e9f-404e-9ecc-8509113ad10d,2 tháng tu?i,< 7 tu?i,1,Week,8,365,T? 2 tháng - d??i 7 tu?i ch?a tiêm BH-HG-UV,5,NaN,ml,None,0.5,NaN,360,358,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,2fa4a204a416d19fc14d69afccf7dd20,600d889aee5f3ec5fc61f14266b51096
283807c6-c386-430d-af38-59bcb0b7916c,f5b16f24-afe6-4f30-a879-83c670d56515,c07b5616-0b15-457e-b33d-2d39098fd81e,,10 tu?i,1,Week,0,522,T? 10 tu?i tr? xu?ng - Nguy c? cao,4,NaN,ml,None,0.5,NaN,300,298,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,e4202094bd4475443abcdfdadfaa3569,6e3ff8a76751dcc54e144e0d412b5d50
2978fbd6-3c73-4f03-841f-2d9d72c35bdc,0a03151b-7cc7-465c-bbd8-88f86451b262,4c85dc38-0345-48a0-b387-2bedc2f81f2f,1 tu?i,,2,Month,12,12000,T? 1 tu?i - ng??i l?n,1,1,ml,C?n xét nghi?m lao t? tr??c tiêm cho ??i t??ng >12 tháng,0.1,0,0,0,FALSE,TRUE,None,12/9/2023,4/24/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,9df971157d9d40864f76556cfdecb902,7f1bbca27a8b15164ebbc3888a99dee4
29be9768-39b6-4d7e-a4f7-31ace1ba95b9,f2159d16-ee85-4c57-b7e6-d5e3678ab692,994195b8-647a-4107-a282-bc4f20aebb67,12 tháng tu?i,< 7 tu?i,2,Month,12,84,Ch?a tiêm s?i ??n - T? 1 - d??i 7 tu?i,2,2,ml,None,0.5,NaN,90,88,FALSE,TRUE,None,7/5/2024,7/5/2024,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,db3abe3e8dee10ad30c345ec5e2e0594,dbbf5cb601397894f77fd44932904aa5
2a7e3853-8552-404b-a7b5-35d9b58ac630,4804dd2b-e022-4e06-b579-6817b68bc0ae,f389375a-9c42-4eae-9c89-17929d656630,9 tu?i,< 14 tu?i,3,Age,9,14,N? t? 9 - d??i 14 tu?i,2,2,ml,None,0.5,0,0,0,FALSE,TRUE,None,12/9/2023,3/6/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,fe59c81783331344df1341ed0d6fe07f,7001db5b67717c934536babc3eb4480a
2a8b724c-567b-4a52-abba-94d86572137e,0558d1db-00ba-4c35-818b-fc608deccbcf,50fd24cb-cae8-4c07-b3e7-d3655c62070f,>= 60 tu?i,,3,Age,60,1000,T? tròn 60 tu?i tr? lên,1,1,ml,None,0.5,0,0,0,FALSE,TRUE,None,2/6/2026,2/6/2026,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,afe54d8f059c2e1f09a2501442647eb4,69a8d64e5c33c4fbd352947c25c9c366
2a941290-86d2-4e39-8993-357569bc7ad2,43f0bd41-c915-4776-bf42-4492fd9eebc7,ca9b6f19-7084-4da1-baf4-3fc22ad68a58,>10 tu?i,,3,Age,10,1000,Trên 10 tu?i - Tiêm nguy c? cao,4,NaN,ml,None,1,0,0,0,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,870fe5bf3fe82a4e0441ce47498016c4,3e14ccdff932c2c205e13778599ba7d5
2ad55bd3-3b58-43e6-9467-9dcc432ad8e6,2c1407b8-03e8-47ee-92ea-f3f5877faaf0,6095081d-1991-4abd-ad81-ae6c94b10b18,T? 1 tu?i,,2,Month,12,12000,T? tròn 01 tu?i tr? lên,1,1,ml,None,0.5,0,0,0,FALSE,TRUE,None,7/4/2025,7/4/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,dec5d67bf9aa06a60fcc8184712b928f,bd437ed1636e5424ea7099d1c49b6d4a
2b111abd-03b8-44ef-b16a-92536ab0cbe2,e1c3f187-7298-4666-a0e9-42f79e75bbe4,cd542041-0791-4943-bef1-47fc343e388b,,10 tu?i,1,Week,0,522,T? 10 tu?i tr? xu?ng - Nguy c? cao,4,NaN,ml,None,0.5,30,30,28,FALSE,TRUE,None,8/17/2023,1/3/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,325c71b7ec978c7bb5b7356eb87ccc5c,2961f5df6903e9a5089eab0575bbcfb9
2b16b3b5-561a-4b47-b03d-19ef502234f1,454738ab-941f-4611-816f-709a151e6f4a,f9ddf651-e433-4e7c-8786-745cf4307d32,6 tu?n,24 tháng tu?i,1,Week,6,105,T? 6 tu?n - tròn 2 tu?i,4,4,ml,None,0.5,30,30,28,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,13a8ef9ba1400517b92d7dd0cee65de3,3aa557b37254be4293fa2fbdde675f37
2c3a4f64-1111-4562-b3fc-2c963f66abcd,b8901acd-867d-4b64-a3bc-42a6961b1722,ec3173d3-d38a-48ae-9b2d-297878b5cae0,>= 6 tu?n,< 7 tháng,1,Week,6,30,T? 6 tu?n - d??i 7 tháng tu?i,4,4,ml,,0.5,30,30,28,FALSE,TRUE,None,11/8/2025,11/8/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,b9f640d29c5abe656964495456281ef9,6cc46ea464047f05c9dac1ec4c5f3844
2c48ca5e-a23b-41c9-aeda-4e9c8d556fdc,48483a51-825c-43b5-83de-eeed9addb7ae,f812def4-8e9f-404e-9ecc-8509113ad10d,2 tháng tu?i,< 7 tu?i,1,Week,8,365,T? 2 tháng - d??i 7 tu?i ch?a tiêm BH-HG-UV,5,NaN,ml,None,0.5,30,30,28,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,45fc60e42a3d7b9d900ed1e88e8b71aa,d441169840b91e3a07c937a98391ccd2
2cc1dcbc-7e5f-41aa-adbd-d3ca545e9cce,f9925eae-d812-45a2-b912-4be676a9518b,b5d2027d-9ae8-47cd-b95a-b5635d39fd8d,12 tháng tu?i,< 7 tu?i,2,Month,12,84,?ã tiêm s?i ??n - D??i 7 tu?i,2,2,ml,None,0.5,NaN,1080,1078,FALSE,TRUE,None,8/17/2023,7/5/2024,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,57f6d4fbf9c2ec051254fae1490f4e3e,31d956a71866b745070362ae715318c6
2e3e064c-4056-4c85-80eb-1b382135fee6,8dd5f271-aea8-41c6-8006-3327d141b596,d1b8a266-e964-4ff2-8b49-c28bb56edf9d,,,1,Week,0,52143,Tiêm b?p 0.5ml - Tiêm d? phòng,3,NaN,ml,None,0.5,14,14,14,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,878a5aed90ddbb89005b9db899f762d5,381daef8b01f934307168a33228738e8
2ea140e4-7ffd-4a1d-a548-84b6e5d6a1a5,1f695fb9-500e-455b-8d02-48ff047dc750,f9ddf651-e433-4e7c-8786-745cf4307d32,6 tu?n,24 tháng tu?i,1,Week,6,105,Tiêm m?i 3 sau 1 tu?i,4,4,ml,None,0.5,30,30,28,FALSE,TRUE,None,12/9/2023,4/24/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,a5238acc8089e2fdc5535e32dad22273,6026e104a8e0626549ef3139aeb43252
2f27a105-77f0-4a86-8e85-53c55d1dfb81,b5167c90-c60c-49a8-8ff1-a919d0944892,6cbc7463-9db7-40c2-91dc-1478d50b9773,4 tu?i,< 65 tu?i,3,Age,4,65,T? 4 - D??i 65 tu?i - ch?a tiêm BH-HG-UV,4,NaN,ml,None,0.5,NaN,3600,3598,FALSE,FALSE,None,8/17/2023,8/29/2024,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,21316ee3f3ac73d760b108e942190ff3,8bb88dfe810b14cfc290adad063d89b3
2fc4450b-e6a5-476f-868f-7dfd38c21e7b,43f0bd41-c915-4776-bf42-4492fd9eebc7,ca9b6f19-7084-4da1-baf4-3fc22ad68a58,>10 tu?i,,3,Age,10,1000,Trên 10 tu?i - Tiêm nguy c? cao,4,NaN,ml,None,1,NaN,300,298,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,deb76e44834835940d7007225d5d3ff6,d3e63790f100fb635524072ae85af174
317b4142-a512-450a-8192-1227093ce8a3,215e9b7b-ed5f-44f8-9610-4c176ce1b499,543e9685-b1fd-4efd-a670-38a788feabdb,9 tháng tu?i,<1 Tu?i,2,Month,9,12,Ch?a tiêm s?i ??n - t? 9 tháng - d??i 1 tu?i,3,3,ml,None,0.5,NaN,1080,1078,FALSE,TRUE,None,8/17/2023,8/22/2024,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,12d6ff24dc512174d3a51b8b7e1aacc2,19adc9a1bed7b41376813df867be48b5
320faa80-ab38-413d-ae4c-23a18f6fc7ec,428089e4-68ab-42f9-ae38-4c0c18fed37f,6cbc7463-9db7-40c2-91dc-1478d50b9773,,,0,None,0,0,Ph? n? mang thai,1,NaN,ml,None,0.5,1,1,1,TRUE,TRUE,None,12/9/2023,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,0fdfbd19d07bd0b5106df1384dd30341,d1dbf1124ab4b21f8d6549a75282ddaf
32a46a3b-880b-4c7f-b085-3a1441627aed,1c8bfa01-5041-42f0-8cec-90995c920196,bb920798-9cfb-415d-93c8-b48ae9d5146f,> 16 tu?i,,3,Age,16,1000,T? 16 tu?i tr? lên - Tiêm nguy c? cao,4,NaN,ml,,1,30,30,28,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,d2b8612dea6c6fa2aeba16e1ab65b912,708f5d60d9859053ac554c2ccd368e29
32c64f6d-6672-4346-954a-934d021141dc,ef2a981d-0a02-4e82-9afb-c1ca95a91764,96c63595-2c56-4227-95a5-08ba019485a5,9 tu?i,< 15 tu?i,3,Age,9,15,T? 9 - d??i 15 tu?i,2,2,ml,None,0.5,0,0,0,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,1bd65ef960ce9c744cce7da240341c59,e23e60d367050d0b23d680d9b3ccf22d
3317da86-70c5-4ca0-a7e5-d295b6794a28,365ac594-df85-49b2-ab7d-73da08acb2d9,bbec43e2-733b-43d3-943a-99f6499cd05f,> 2 tu?i,,2,Month,24,12000,T? 2 tu?i,1,NaN,ml,None,0.5,NaN,1080,1078,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,a0405f10febbc3ad95966be39fd36933,034ac5bc5f901423bac0b12b0af71e38
3424e83c-768d-4f73-be46-dcaa51f20977,57160eb5-6a52-4942-af54-802a80bedf4f,50b8cd1b-fd31-4a24-808d-72ec6f5f8291,,,1,Week,0,52143,Tiêm trong da 0.1mlx2 - Sau ph?i nhi?m - Ch?a d? phòng,4,NaN,ml,None,0.2,21,21,21,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,91683c486ccf0331bbef79d6f769c7f4,cb3a8a12912a03b85221e58b2b79c6ce
34b8923a-cee2-44fa-84fe-fdcd06a3c168,5948d09b-f6e3-44ae-b244-5bb5822e5e48,b02f2037-19c2-4daa-bc58-76976a7e1790,>= 02 tháng,< 04 tu?i,1,Week,8,209,T? tròn 02 tháng tu?i - d??i 04 tu?i - nh?c,1,NaN,ml,,0.5,0,0,0,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,89621845adef568f643584b18f73bdbc,4e9e6c55b6a98fc732e5f200f5241995
34db7d88-1841-44ac-93b1-a3de90caa806,ab72f1cf-51ec-4358-bcb6-0304a5069172,f7b6a56f-eb21-45e8-af79-ace66797ded2,7 tháng tu?i,< 1 tu?i,2,Month,7,12,T? 7 tháng - d??i 1 tu?i,3,3,ml,,0.5,0,0,0,FALSE,TRUE,None,4/15/2025,4/15/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,fccb901a651f145b81d1a3eaa0aee931,3c9ef7318567ae13c8b2731132e03dfd
353fa3cc-d22f-4897-bf0f-cf6388fa9e5f,4b0ab9f6-8a8d-4f45-86a4-33c27068c16e,9fc2c76a-531a-458f-9703-3fd9c5f8a15f,9 tu?i,,3,Age,9,1000,T? 9 tu?i,1,NaN,ml,None,0.5,NaN,360,358,FALSE,FALSE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,0ad2923e4ec8bca6a57761e0e585ab1e,08cc505c313c41e6f3c64709b4f508c8
365b11cd-5eae-4547-a2f1-d87c18c77284,85ca9ead-bf9d-4bcf-a7d1-c9d9e37396af,f0c13949-a5c2-42d0-8c12-8bbd1905cfbf,>= 12 tháng,,2,Month,12,12000,T? tròn 12 tháng tu?i tr? lên,2,2,ml,None,0.5,0,0,0,FALSE,TRUE,None,1/13/2026,1/13/2026,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,1a326d7892052f1a3e361dc87b6ef55d,5536ac258fb84fa233a4ea5d54d9fda2
378fafe6-08f6-426f-bf66-985cb907e0ad,6e2b74e5-36fc-42cc-a5c7-8688b515a52b,4912c9b0-bb38-4aea-9635-cedb8c3aec9d,1 tu?i,< 16 tu?i,2,Month,12,192,T? 1 - d??i 16 tu?i,2,2,ml,None,1,NaN,180,178,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,4cdf9be8250bb09eb19128825e34e215,dffe886bc070dc483af1f51d7f713c4c
37afe343-9215-410f-b9af-d80c7446a26e,680d0e71-13fc-42ab-bc64-de9405fbf341,7067ae7c-beac-45be-9b3f-dc7b05486620,7 tháng tu?i,< 1 tu?i,2,Month,7,12,T? 7 tháng - d??i 1 tu?i,3,3,ml,None,0.5,30,30,28,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,b477b01f9af23d120c9ddc731dafe207,8ee2824bbe8ee9a6487ccc8ff6a99a49
