regimen_detail_id,regimen_id,vaccine_id,from_age,to_age,age_unit_code,age_unit,from_age_number,to_age_number,schedule_type,required_injections,max_injections,unit,regimen_detail_note,dosage,nearest_injection_distance,max_distance,min_distance,is_pregnant_regimen,is_required,note,created_at,modified_at,etl_date,etl_by,record_checksum,primary_checksum
0baa3f0c-dc17-49bc-9b28-2c5bb5c33f78,e61c9179-84a5-4c90-ab53-90fa852cdfbf,4912c9b0-bb38-4aea-9635-cedb8c3aec9d,16 tu?i,,3,Age,16,1000,Nhanh - T? 16 tu?i,4,4,ml,,1,7,7,5,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,5d5828f1479ae36967d1d03dbe5283a6,96d594f91ba21c9c35b112634a5c5289
0bb89bb3-0485-43db-a861-7eb772fed807,3651f280-70f9-4cf0-826b-f13942e36948,7102f3ef-eb3f-48b7-9f82-019ffe8125fe,>= 02 tháng,< 04 tu?i,1,Week,8,209,T? tròn 02 tháng tu?i - d??i 04 tu?i - c? b?n,3,NaN,ml,,0.5,0,0,0,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,683a71e113dd92733d66bafe6e494564,1c2193b443c43fd25c2bd3b3d4e7d58d
0c03f50d-0015-45dd-9727-f0bbfbc3ebd8,f25da2b2-44db-4375-9760-7c656c8f7fb6,994195b8-647a-4107-a282-bc4f20aebb67,12 tháng tu?i,< 7 tu?i,2,Month,12,84,?ã tiêm s?i ??n - T? 1 - d??i 7 tu?i,2,2,ml,None,0.5,0,0,0,FALSE,TRUE,None,7/5/2024,7/5/2024,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,98a52fd5c1d711aff7dd5c2f6700b27e,0105e48ccb47f7e41d2705c319e32072
0c1edb28-ec2e-44b0-88df-f420a4a76741,6bb523c9-7ce5-4ac1-805c-ab24a9eedf2f,f7b6a56f-eb21-45e8-af79-ace66797ded2,>= 6 tu?n,< 7 tháng,1,Week,6,30,T? 6 tu?n - d??i 7 tháng tu?i,4,4,ml,,0.5,30,30,28,FALSE,TRUE,None,4/15/2025,4/15/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,bedd66ff3be62ec2ef098d77e8878863,4a2a6f165b4630eb70deab2b9f694b66
0d4f34e8-8e81-4bfe-9cb9-b517a620e39f,465a2c70-2895-4c3f-87eb-10506c306d18,6cbc7463-9db7-40c2-91dc-1478d50b9773,10 tu?i,< 65 tu?i,3,Age,10,65,T? 10 - d??i 65 tu?i - ch?a tiêm,3,NaN,ml,None,0.5,0,0,0,FALSE,TRUE,None,12/9/2023,4/24/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,4f20c9c14f79486b2e3cd1a276008754,04c67a95033b9269a19a52990bf3b591
0dd4f529-4347-41be-b909-9a526e4251ea,c78fee31-8f66-4857-8948-6ae9bb6e0302,50b8cd1b-fd31-4a24-808d-72ec6f5f8291,,,0,None,0,0,Tiêm trong da 0.1ml - Sau ph?i nhi?m - ?ã d? phòng,2,NaN,ml,None,0.1,3,3,3,FALSE,TRUE,None,12/9/2023,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,7409860e09dfdc42c24926e1378c1db0,02424f4192cd0e26c72f9dac9bebd701
0de8c268-ed95-4975-b067-622c255bda0e,d0dcf7b1-3cee-419b-9a86-c73aa9ecfc6d,b046a06e-cfc1-4327-9bfe-8efd07372dbd,6 tháng tu?i,< 12 tháng tu?i,2,Month,6,12,T? 06 tháng - d??i 12 tháng,3,3,ml,,0.5,NaN,60,58,FALSE,TRUE,None,6/1/2024,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,55514134966ce972d3fd50515d87d8ef,dc2c112366c38c2e91ea51498534625b
0e679003-38bb-4160-8b6f-6a5e8176264e,9d8bd895-9c87-4d78-baa9-bb54123d5fdc,f5d7aebf-4c9a-4761-91ef-60cbdcd35638,6 tháng tu?i,9 tu?i,2,Month,6,108,T? 6 tháng - d??i 9 tu?i,2,NaN,ml,None,0.5,0,0,0,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,1bee91b758f23e8531f746f6de559ce4,d4597c628b6b0652894ed13412ca6907
10172f19-0e03-4cb7-87f3-e20d96498994,d0f44912-8a19-47ab-8200-4258d97e7e8c,0eabd09e-baae-46f5-93e8-a8894d3e2bfb,,< 20,3,Age,0,1000,T? d??i 20 tu?i tr? xu?ng - Nhanh,4,NaN,ml,,0.5,0,0,0,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,3f74f955ecd1622b5f79c17330728d65,b59b5f7730fdb5fa93e614cc94564ff9
10fe4f2e-08e8-48c8-81fc-8b0227a739f5,43d1fe1c-da6f-41cc-8c86-dcea401ff968,f44a0269-f87c-4ea8-ba37-be5e01fc012e,>= 20 tu?i,,3,Age,20,1000,T? tròn 20 tu?i tr? lên - Nhanh,4,NaN,ml,,0.5,NaN,360,358,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,ab4f0620d441fb996389e3f754416c3d,81b8e276c4db9c87d9bd10cfd4668b87
11977120-5213-4c5c-8932-37e40ace6aea,689f83cc-e4c2-4f3a-b08c-6693e0594f7c,d2185439-42f0-4734-be8c-4e0c122bc48a,7 tu?i,< 10 tu?i,3,Age,7,10,T? 7 - d??i 10 tu?i - ch?a tiêm,3,NaN,ml,None,0.5,NaN,1800,1798,FALSE,FALSE,None,12/9/2023,4/24/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,a45afed38bed44d587edc12ffe9394c6,0dbfd35d23fbe3e7cb0b75a15323db39
11d9ffa0-548a-4597-824a-568733c91ab8,7a0d233b-0e22-45f3-9a62-2c9b101044dd,d6d60800-8212-4c75-9825-953e8eb84354,6 tu?n tu?i,< 7 tháng tu?i,1,Week,6,30,T? 6 tu?n - d??i 7 tháng tu?i P? 2+1,3,3,ml,None,0.5,NaN,60,58,FALSE,TRUE,None,2/6/2026,2/6/2026,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,b04173a2f4d79f432005b04c5f22e773,6bfe520b4f2248df4e3c202198c19ed6
12121a10-d14a-42e6-9528-d210662c98d2,e2e97568-7e2c-4670-bd07-4befef463a73,2aeb30fd-c7c7-4f6e-b530-747f12cf9133,2 tu?i,< 56tu?i,2,Month,24,672,T? 2 - d??i 56 tu?i,1,1,ml,None,0.5,0,0,0,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,9d295887d96be247ba4cfbecaabf2501,67b60af54f43fc7c2a3ca6d98cb99ce3
127042f2-ed48-45f0-ac3f-a95c6392575b,0faa12fb-9688-40de-9f07-8e75604a82f3,d2eee2d8-8568-4a60-b1c2-0c3ffef6bbcd,>= 0 Tu?i,,1,Week,0,52143,T? 0 tu?i tr? lên,10,10,ml,,0.5,0,0,0,FALSE,TRUE,None,10/28/2024,10/28/2024,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,6cbe05b48612c17b2de74329c2d2f8b8,475dd18f7bc4ff80fa041a22a8f2fda7
128cd5bc-f586-4e33-845f-99eba5a17c10,6dcde59c-3106-4cac-b77b-e39285a6d014,b046a06e-cfc1-4327-9bfe-8efd07372dbd,2 tháng tu?i,< 6 tháng tu?i,1,Week,8,26,T? 02 tháng - d??i 6 tháng - d?ch bùng phát,4,4,ml,,0.5,30,30,28,FALSE,TRUE,None,6/1/2024,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,d25b6194bed85726139d1d934d9fe052,cf903221339119a35fd760265b3347d0
136e9fb6-9429-419f-9b62-e917dddea092,7a0d233b-0e22-45f3-9a62-2c9b101044dd,d6d60800-8212-4c75-9825-953e8eb84354,6 tu?n tu?i,< 7 tháng tu?i,1,Week,6,30,T? 6 tu?n - d??i 7 tháng tu?i P? 2+1,3,3,ml,None,0.5,NaN,180,178,FALSE,TRUE,None,2/6/2026,2/6/2026,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,4c0ad986f6d0d5d31aa431bfaa8e2ca8,5bdc44d24c6b1131ed80adbec461fb67
142fc078-7695-48cc-a65c-dba66046a666,b8fcbb3a-3ebc-4ff1-bc9c-dbb5c7982a38,0eabd09e-baae-46f5-93e8-a8894d3e2bfb,,< 20,3,Age,0,1000,T? d??i 20 tu?i tr? xu?ng - Nguy c? cao,4,NaN,ml,,0.5,30,30,28,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,38b224c127d896a35b5048ab7b27bfb8,cdeb4671478b514a3e25c82bcda20e93
143aca6c-56d8-4b5c-84f5-efaf98ab26ee,9b05e9ee-180e-44e9-8117-20f529dc05f4,6adcce41-9314-4491-a5bf-032e6e039664,,,3,Week,0,1000,Tiêm trong da 0.1mlx2 - Sau ph?i nhi?m - Ch?a d? phòng,4,NaN,ml,,0.2,0,0,0,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,6d32a4a34156be46e24fc8abfbd06cdd,da8f38cd72337b395449d6bab63a15cd
14e91470-5926-4bca-9ecf-bd475134c17f,9d0c83d1-f0e0-4a13-9b63-1daadd4aba14,6adcce41-9314-4491-a5bf-032e6e039664,,,1,Week,0,52143,Tiêm b?p 0.5ml - Booster,1,NaN,ml,,0.5,0,0,0,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,162e21ad43d6123670029ab311a960e0,4bf0b69c3e5b82ba15f1043e3ec1a4a0
15292097-5db5-478b-8fc5-b6b952ff3a3b,fabc4317-e358-40b8-a01e-1841ed7eff59,f389375a-9c42-4eae-9c89-17929d656630,14 tu?i,< 46 tu?i,3,Age,14,46,Tiêm d? P? n?i khác - T? 14 - d??i 46 tu?i.,3,3,ml,None,0.5,0,0,0,FALSE,TRUE,None,8/17/2023,3/6/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,be302865253c8c172a265e983a34de48,784e9e9762da0c8feb90b509bd16338a
153199d1-90c1-408a-8c71-0bb8c0c9108f,f03da7d3-5781-422e-834d-b14026235b21,6cbc7463-9db7-40c2-91dc-1478d50b9773,>=4 tu?i,< 65 tu?i,3,Age,4,65,Booster,1,NaN,ml,None,0.5,0,0,0,FALSE,TRUE,None,7/4/2024,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,b6abd15fdc5f79647102dea46a32b752,4371678a48da1f916061223c0d363006
15c460c9-9d95-4d3b-86cc-f43ff76cca06,9099b391-da4e-437a-bf3c-39718795e179,50b8cd1b-fd31-4a24-808d-72ec6f5f8291,,,1,Week,0,52143,Tiêm b?p 0.5ml - Sau ph?i nhi?m - Ch?a d? phòng,5,NaN,ml,None,0.5,3,3,3,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,aeee47e4caba8e67acdfb3b070a0d03e,d18dee2902333abf29228167594b53f3
15cb7be9-bbad-4cbb-a75d-32c7a649eabb,cb05a95c-abd1-4bc8-b5b0-34d0f5b9c542,e428b854-cd7e-40da-b10f-58ed7ab66a67,,,0,,0,0,Ph? n? mang thai,2,NaN,ml,None,0.5,30,30,28,TRUE,TRUE,None,10/16/2024,10/16/2024,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,237ba4a1000e507810553a669f887031,8744f08d36e3172a6a8e7ceb2bafcfc8
1698ad6f-fa1a-4705-907b-7c04561d5a4c,8cefd926-09e7-4b08-8966-bb3e2bbbca47,d6d60800-8212-4c75-9825-953e8eb84354,1 tu?i,< 6 tu?i,2,Month,12,72,T? 1 - d??i 6 tu?i,2,2,ml,None,0.5,0,0,0,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,9ff61d87c355b402860c487d915ba342,5fc6b78d52f23af35b26012e08434692
16cd2e34-4675-4444-87a1-e66d6703fa9e,2059d31c-36f3-4308-a4d6-50fb04465d26,c07b5616-0b15-457e-b33d-2d39098fd81e,,10 tu?i,1,Week,0,522,T? 10 tu?i tr? xu?ng - Thông th??ng,3,NaN,ml,None,0.5,NaN,150,148,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,5ec01547688894fe58a677a18a3869d8,6f4c9311405f971cf24df6d9b959a54b
16cf7bfe-bbb8-4d77-9efd-2772fd291c60,32db77e9-fe93-4c9d-a0af-cf0a66426f35,f44a0269-f87c-4ea8-ba37-be5e01fc012e,>= 20 tu?i,,3,Age,20,1000,T? tròn 20 tu?i tr? lên - Nguy c? cao,4,NaN,ml,,1,NaN,300,298,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,02a79ade37e30dfe814a5f4571a62afe,3bdacd02df303ebd6dadc9418dc98877
179fba03-eb28-4a5a-8e6e-4f2e8f87a177,46b58b3d-1ca4-4216-b963-3891c9338e0f,543e9685-b1fd-4efd-a670-38a788feabdb,7 tu?i,,3,Age,7,1000,T? 7 tu?i,2,2,ml,None,0.5,0,0,0,FALSE,TRUE,None,12/9/2023,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,08cd558f5100ff1f1125a371e772bc5a,e384297c358cd5a13915ff4afc485c2e
1880d3c5-b0f4-469f-9236-05d80aebe8da,b8901acd-867d-4b64-a3bc-42a6961b1722,ec3173d3-d38a-48ae-9b2d-297878b5cae0,>= 6 tu?n,< 7 tháng,1,Week,6,30,T? 6 tu?n - d??i 7 tháng tu?i,4,4,ml,,0.5,0,0,0,FALSE,TRUE,None,11/8/2025,11/8/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,885bee1bc2a1e5839bdee0bc7f2bb418,997bc0daa4befb3fc9cad38a50716e04
19b4ca5b-3096-43b1-bce2-841dc7cd5161,b5d9dfdd-8dcc-419f-9907-91bbe421f34b,c85f8ba6-bb27-4deb-a834-1c4466d83113,6 tháng tu?i,9 tu?i,2,Month,6,108,T? 6 tháng - d??i 9 tu?i,2,NaN,ml,None,0.5,30,30,28,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,d8f3c9470318221fb58fccf5ddc581df,c3f43608e261f9a880ff15fbd74f50b3
19de7d0c-b4e9-42c9-9bae-23e652d86311,c6725432-94ca-4791-adf9-d74f1bb37d00,96c63595-2c56-4227-95a5-08ba019485a5,15 tu?i,< 46 tu?i,3,Age,15,46,Nhanh - T? 15 - d??i 46 tu?i,3,3,ml,None,0.5,30,30,28,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,bea55c3107dac7ed554fc65254b808a2,befd9d41e3c97f8f1e41d4fd94c5feb5
1a2b3c44-4444-4b62-b3fc-3b963f99def0,49685eb6-dfac-43f0-b1e8-165e8e47a757,ec3173d3-d38a-48ae-9b2d-297878b5cae0,7 tháng tu?i,< 1 tu?i,2,Month,7,12,T? 7 tháng - d??i 1 tu?i,3,3,ml,,0.5,30,30,28,FALSE,TRUE,None,11/8/2025,11/8/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,fc44c32c31ad1f1802d635a2b44eea99,c784d02b254fe82d4d4ca39c9db58b2d
1b0e312f-1c75-400c-a474-4d039825fd3d,b91adb0e-37d0-47a1-9228-d44608b04da3,b5d2027d-9ae8-47cd-b95a-b5635d39fd8d,7 tu?i,10 tu?i,3,Age,7,10,T? 7 ??n 10 tu?i,2,2,ml,None,0.5,30,30,28,FALSE,TRUE,None,8/17/2023,7/5/2024,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,c7ce7fa910ca4f5fc9abd76879781a30,e35a24af78b0dac1ff83ad519692dca6
1bb2a882-5262-4b6c-8666-a436fc2de521,2eb5d2e2-c848-452a-b2b2-d59f740489d5,f7b6a56f-eb21-45e8-af79-ace66797ded2,>= 6 tu?n,< 7 tháng,1,Week,6,30,T? 6 tu?n - d??i 7 tháng tu?i P? 2+1,3,3,ml,None,0.5,0,0,0,FALSE,TRUE,None,2/6/2026,2/6/2026,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,e159eaa46d608453dc3f86f4f73ce84b,01b9923407bb06d631699a22953573c5
1beb0ed7-49fb-4fcb-a3fc-246a7ac75bb3,7120240e-e130-4657-a78f-4d320891329e,96c63595-2c56-4227-95a5-08ba019485a5,15 tu?i,< 46 tu?i,3,Age,15,46,T? 15 - d??i 46 tu?i,3,3,ml,None,0.5,NaN,60,58,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,612ca21f45c1b2bf3acc1b79bdb8eb23,b1c0a9a98dbb854782900c38235abddb
1cc35c4d-7ad5-4510-b659-c6495bd5bd41,5d40572e-01f9-4609-a041-3c24fe746047,785de656-bc75-4376-a9be-84e004012630,>= 02 tháng,02 tu?i,1,Week,8,105,T? tròn 02 tháng tu?i - tròn 02 tu?i,4,NaN,ml,,0.5,NaN,360,358,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,d58677eca981f2253b18a7dc790fd560,aef75af6b2a29b8eb5b819c9edc60a84
1de7c60a-b897-461d-84ec-da4e5d945873,d54c1d1d-f311-4167-b8f2-3e3811a2fdee,cd542041-0791-4943-bef1-47fc343e388b,,10 tu?i,1,Week,0,522,T? 10 tu?i tr? xu?ng - Thông th??ng,3,NaN,ml,None,0.5,0,0,0,FALSE,TRUE,None,8/17/2023,1/3/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,52a2b36138ef68b41cec7fb8171a9acc,b45d6fca9bbc0285c379ec1bdadba95a
1e80b918-77ea-4165-8e57-da87600ee625,fa02ef69-19f0-4d55-a909-b6750ca81711,6cbc7463-9db7-40c2-91dc-1478d50b9773,10 tu?i,< 65 tu?i,3,Age,10,65,T? 10 - d??i 65 tu?i - tiêm nh?c,1,NaN,ml,None,0.5,0,0,0,FALSE,TRUE,None,12/9/2023,4/24/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,25d43404bed1923cff537787f08d744d,048112ba628afe2c1ab1cd9517e135b6
1eab8fd7-0b12-4905-8481-a39556c6dc4b,f9af01df-f254-4ed8-96ee-5a345a2fa82b,0ce0bdfd-1bf6-41af-a8e8-2b9c817d6c46,2 tu?i,,2,Month,24,12000,T? 2 tu?i,2,NaN,ml,ngày,1.5,16,16,14,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,e94098e2211c93635e7a528b00ff09e1,511036fb8631b85428ccbe886ef31ee6
1fb9ecc4-16da-49c3-a922-c5f1d1c0d53a,e3821e06-3e7b-4822-938f-ddbd650e23a3,b046a06e-cfc1-4327-9bfe-8efd07372dbd,2 tháng tu?i,< 6 tháng tu?i,1,Week,8,26,T? 02 tháng - d??i 06 tháng,3,3,ml,,0.5,NaN,60,58,FALSE,TRUE,None,6/1/2024,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,84b5050172f07ebc59c2a9499bd7aebf,ec14085eaf1aae97ba57b0afd0ba2be5
1fd48a53-3709-4af3-942a-0c1cf09443d4,7120240e-e130-4657-a78f-4d320891329e,96c63595-2c56-4227-95a5-08ba019485a5,15 tu?i,< 46 tu?i,3,Age,15,46,T? 15 - d??i 46 tu?i,3,3,ml,None,0.5,0,0,0,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,e535fec8ee9dc7a35bb2327e0858ec9c,af6bc0f1b8882ed3ea8fa8838198d773
20822a4b-b507-4afd-88ab-f1393602de02,749ef0b3-e4b8-4848-a955-8450547b371a,97bfc31d-d30d-4672-812a-d63ebce8fa48,,,1,Week,0,52143,Tiêm b?p 0.5ml - Sau ph?i nhi?m - ?ã d? phòng,2,NaN,ml,None,0.5,0,0,0,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,1f5ecb392a986c7258d1f98802553186,8c904a1406230c513e975c4dc48cb86a
20f3977a-6b55-45f1-af83-464f3b14780c,74bb0505-232f-47ee-9ec1-efc030300f01,f7b6a56f-eb21-45e8-af79-ace66797ded2,1 tu?i,< 2 tu?i,2,Month,12,24,T? 1 - d??i 2 tu?i,2,2,ml,,0.5,0,0,0,FALSE,TRUE,None,4/15/2025,4/15/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,9e37a192a96092a9e9571adab632f89b,5cdae97555ebbb0bfe522f123ba8603e
2128dbc4-8277-4144-9a35-0a2f334a7ba3,2c85a233-8e32-44ac-a9eb-b308409c300a,f389375a-9c42-4eae-9c89-17929d656630,14 tu?i,< 27 tu?i,3,Age,14,27,N? t? 14 - d??i 27 tu?i,3,3,ml,None,0.5,NaN,60,28,FALSE,TRUE,None,2/27/2025,2/27/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,9098b0d5eff26764122b6595812c9702,e06aa7e7fd0c9017cbdf582c38c05f78
212ef27a-a8d1-4d5b-8441-5e4de80bf6e2,d78d43b3-65d4-4452-a438-5d73f4bfa2ef,5279d7bb-8916-46dd-91a1-53838bee091d,2 tháng tu?i,,1,Week,8,52143,T? 2 tháng - ch?a tiêm UV,3,NaN,ml,None,0.5,NaN,360,358,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,66f86c7caf8cec234111cf6b0cdbe4e9,b994f696749490a01605f7777bd14461
2238def0-86bf-468b-ad2a-f7f21215d538,465a2c70-2895-4c3f-87eb-10506c306d18,6cbc7463-9db7-40c2-91dc-1478d50b9773,10 tu?i,< 65 tu?i,3,Age,10,65,T? 10 - d??i 65 tu?i - ch?a tiêm,3,NaN,ml,None,0.5,30,30,28,FALSE,TRUE,None,12/9/2023,4/24/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,2c230cafe6a242839077b0a8d5df06ef,055fc08f26849f012a35764774c84bec
2242db66-0d20-41b8-90a4-daee62926adc,361f2a94-267e-4325-8eb0-8aa267e1dd45,d6d60800-8212-4c75-9825-953e8eb84354,7 tháng tu?i,< 1 tu?i,2,Month,7,12,T? 7 tháng - d??i 1 tu?i,3,3,ml,,0.5,0,0,0,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,0a42a7c735c4d0dda020d09d81b9c469,5c54590dac0424aa52a8e708c3013b78
2263ab1c-040e-4743-a33b-dca5c6762015,56098f09-59fe-4796-ba19-f2a9b1fb17ad,6cbc7463-9db7-40c2-91dc-1478d50b9773,7 tu?i,< 10 tu?i,3,Age,7,10,T? 7 - d??i 10 tu?i - ch?a tiêm,3,NaN,ml,None,0.5,0,0,0,FALSE,TRUE,None,12/9/2023,4/24/2025,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,28be888e2348d72e3a2d9e42e8e2d4c2,105496532559c9390547efb6ba4c62aa
22909ad4-4560-4a85-930b-c4a629f74921,b8fcbb3a-3ebc-4ff1-bc9c-dbb5c7982a38,0eabd09e-baae-46f5-93e8-a8894d3e2bfb,,< 20,3,Age,0,1000,T? d??i 20 tu?i tr? xu?ng - Nguy c? cao,4,NaN,ml,,0.5,30,30,28,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,8960617c2d9004fd6738a70bfdb41544,157ea73a64f2ef5aa1a72e80053ccc8f
24265b62-6b5f-4c18-b906-8f629d680ea0,30ccc068-58fc-4213-a78f-b8825b309ff1,6adcce41-9314-4491-a5bf-032e6e039664,,,3,Week,0,1000,Tiêm trong da 0.1ml - Sau ph?i nhi?m - ?ã d? phòng,2,NaN,ml,,0.1,0,0,0,FALSE,TRUE,None,4/11/2025,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,5a1a59fd429a705784552f4573dda310,085400ffe1bf6bf1d1558e9d61f9fdee
2489c647-beb2-4260-93ea-f7384259d7f7,761d86ec-b2ee-4f9b-83a6-4062ca55a0d3,7067ae7c-beac-45be-9b3f-dc7b05486620,1 tu?i,< 2 tu?i,2,Month,12,24,T? 1 - d??i 2 tu?i,2,2,ml,None,0.5,NaN,60,58,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,69dba967e9c0590dfa4daf560e9f4dd1,e74d92cf82afb6c58ae10c33857279f3
25a984fd-892a-4aa8-b5d9-0e234b6c02ab,af98d4f3-9b35-4fb0-9867-059569662e3d,d1b8a266-e964-4ff2-8b49-c28bb56edf9d,0 tu?n,1000 tu?i,1,Week,0,52143,Tiêm b?p 0.5ml - Booster,1,NaN,ml,None,0.5,0,0,0,FALSE,TRUE,None,7/4/2024,7/25/2024,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,13015cba93a8ef62fe19d58f2d4984a8,698750984d03c4f4bd7e9e1d74f9b0f8
25c7be66-aa9e-4473-a991-59d0255a7b3d,f9beec39-c10e-412b-8c31-3192d931d884,c7c2847b-44d5-4f22-a6ca-f60eda429687,7 tu?i,1000 tu?i,3,Age,7,1000,Booster,1,NaN,ml,None,0.5,0,0,0,FALSE,TRUE,None,7/4/2024,NaT,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,f04f9022506e4c9a4b0ca7c8c97db12e,c6ebd7fb88b9d9e976f5849b5e65d53a
26138890-2553-406c-8637-6ecf1a6cb676,b5167c90-c60c-49a8-8ff1-a919d0944892,6cbc7463-9db7-40c2-91dc-1478d50b9773,4 tu?i,< 65 tu?i,3,Age,4,65,T? 4 - D??i 65 tu?i - ch?a tiêm BH-HG-UV,4,NaN,ml,None,0.5,NaN,180,178,FALSE,TRUE,None,8/17/2023,8/29/2024,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,45cd1e8d51ca64c9b39d8479311c4544,02a8f1efbae804b24daa98cff2230c83
267cc4c1-2cf8-4994-91ab-b6a3ae80b561,e843c229-df68-4bae-8167-0327293030cd,d1b8a266-e964-4ff2-8b49-c28bb56edf9d,,,1,Week,0,52143,Tiêm trong da 0.1mlx2 - Sau ph?i nhi?m - Ch?a d? phòng,4,NaN,ml,,0.2,0,0,0,FALSE,TRUE,None,8/17/2023,12/9/2023,3/10/2026,02c92e10-acde-4ab9-8c7b-047bbaf9fd8a,645175913a3923d2aa42ab3114f4a23d,2c0f7c657eb65a5c6edf03e10b2e5e94
